section_name,file_name,score,TP,FP,TN,FN
Algorithms,Cryptographic Verifier.php,0.8335405978238222,0,1,0,0
Algorithms,Algorithms.php,0.830115327692138,1,0,0,0
Algorithms,Cryptographic Architecture.php,0.8221823323860395,0,0,1,0
Algorithms,Sensitive Private Data.php,0.8142796857850121,0,0,1,0
Algorithms,Password Security.php,0.8091676497492499,0,0,1,0
Algorithms,Data Classification.php,0.8083359403794534,0,0,1,0
Algorithms,Out of Band Verifier.php,0.8018275510816768,0,0,1,0
Algorithms,Configuration Architecture.php,0.8014560194752316,0,0,1,0
Algorithms,Look-up Secret Verifier.php,0.8012038649881126,0,0,1,0
Algorithms,Credential Recovery.php,0.8007574218346118,0,0,1,0
Algorithms,Credential Storage.php,0.7981005070634157,0,0,1,0
Algorithms,Data Protection and Privacy Architecture.php,0.7965257485587315,0,0,1,0
Algorithms,Log Content.php,0.7946029779361854,0,0,1,0
Algorithms,Random Values.php,0.788175197396089,0,0,1,0
Algorithms,Authenticator Lifecycle.php,0.7872262385131168,0,0,1,0
Algorithms,Service Authentication.php,0.7864809385889783,0,0,1,0
Algorithms,Build and Deploy.php,0.7859877336752891,0,0,1,0
Algorithms,Operation Level Access Control Operation Level Access Control.php,0.7837144301151722,0,0,1,0
Algorithms,Client Communication Security.php,0.7835013676715841,0,0,1,0
Algorithms,General Access Control Design.php,0.7813953005908211,0,0,1,0
Algorithms,Secret Management.php,0.7813197382559799,0,0,1,0
Algorithms,Session Binding.php,0.781120057075619,0,0,1,0
Algorithms,General Data Protection.php,0.7800898589490236,0,0,1,0
Algorithms,Input and Output Architecture.php,0.7800643718965745,0,0,1,0
Algorithms,Log Processing.php,0.7800140286741413,0,0,1,0
Algorithms,Access Control Architecture.php,0.7770992452186952,0,0,1,0
Algorithms,RESTful Web Service.php,0.7758203724145569,0,0,1,0
Algorithms,Server Communication Security.php,0.7735072876051423,0,0,1,0
Algorithms,General Authenticator Security.php,0.7721970565772317,0,0,1,0
Algorithms,Deserialization Prevention.php,0.7719580646670073,0,0,1,0
Algorithms,Session Termination.php,0.7710898317938828,0,0,1,0
Algorithms,Other Access Control Considerations.php,0.7696004838490402,0,0,1,0
Algorithms,One Time Verifier.php,0.7687796792395005,0,0,1,0
Algorithms,Communications Architecture.php,0.7684510087675227,0,0,1,0
Algorithms,Secure Software Development Lifecycle.php,0.7676535151907193,0,0,1,0
Algorithms,Cookie-based Session Management.php,0.7651464746083585,0,0,1,0
Algorithms,Defenses Against Session Management Exploits.php,0.7646427784986323,0,0,1,0
Algorithms,Generic Web Service Security.php,0.7642152123670214,0,0,1,0
Algorithms,Authentication Architecture.php,0.763155984315798,0,0,1,0
Algorithms,Log Protection.php,0.7595503215305435,0,0,1,0
Algorithms,Secure File Upload Architecture.php,0.7593141457894423,0,0,1,0
Algorithms,Token-based Session Management.php,0.7574352257341159,0,0,1,0
Algorithms,Sanitization and Sandboxing.php,0.7542797229294661,0,0,1,0
Algorithms,HTTP Request Header Validation.php,0.7522566856071655,0,0,1,0
Algorithms,File Execution.php,0.7519239656341254,0,0,1,0
Algorithms,"Errors, Logging and Auditing Architecture.php",0.7513166429981329,0,0,1,0
Algorithms,Input Validation.php,0.7505669114640665,0,0,1,0
Algorithms,Dependency.php,0.7491442570383144,0,0,1,0
Algorithms,Output Encoding and Injection Prevention.php,0.7490440541090199,0,0,1,0
Algorithms,Business Logic Architecture.php,0.7455940016465264,0,0,1,0
Algorithms,Malicious Code Search.php,0.7455115898320022,0,0,1,0
Algorithms,Business Logic Security.php,0.7443653106440467,0,0,1,0
Algorithms,Client-side Data Protection.php,0.7419902631752208,0,0,1,0
Algorithms,Unintended Security Disclosure.php,0.7397120379809874,0,0,1,0
Algorithms,HTTP Security Headers.php,0.7393765279805182,0,0,1,0
Algorithms,SOAP Web Service.php,0.7376031705018018,0,0,1,0
Algorithms,Error Handling.php,0.736934545344912,0,0,1,0
Algorithms,Application Integrity.php,0.7366673700338084,0,0,1,0
Algorithms,Fundamental Session Management Security.php,0.7359728175682858,0,0,1,0
Algorithms,Federated Re-authentication.php,0.7356931348860629,0,0,1,0
Algorithms,SSRF Protection.php,0.7319670691001424,0,0,1,0
Algorithms,File Download.php,0.7294885226651179,0,0,1,0
Algorithms,File Integrity.php,0.7267078896953598,0,0,1,0
Algorithms,GraphQL.php,0.7264132482339012,0,0,1,0
Algorithms,File Storage.php,0.7263985595676573,0,0,1,0
Algorithms,Code Integrity.php,0.7235648389893305,0,0,1,0
Algorithms,"Memory, String, and Unmanaged Code.php",0.7212128997924757,0,0,1,0
Algorithms,File Upload.php,0.7192815670504046,0,0,1,0
Algorithms,Malicious Software Architecture.php,0.7135448935350839,0,0,1,0
Application Integrity,Sensitive Private Data.php,0.8227891791826512,0,1,0,0
Application Integrity,Configuration Architecture.php,0.8180941702823763,0,1,0,0
Application Integrity,Build and Deploy.php,0.8105611422551288,0,1,0,0
Application Integrity,Dependency.php,0.8055522951722447,0,1,0,0
Application Integrity,RESTful Web Service.php,0.8023339934161526,0,1,0,0
Application Integrity,Operation Level Access Control Operation Level Access Control.php,0.8022171795720714,0,1,0,0
Application Integrity,General Data Protection.php,0.800957712963128,0,1,0,0
Application Integrity,Defenses Against Session Management Exploits.php,0.796871264382067,0,1,0,0
Application Integrity,Cookie-based Session Management.php,0.7967178067363323,0,1,0,0
Application Integrity,Access Control Architecture.php,0.796716150087381,0,1,0,0
Application Integrity,Input and Output Architecture.php,0.7967157552669074,0,1,0,0
Application Integrity,Generic Web Service Security.php,0.796379210758221,0,1,0,0
Application Integrity,SOAP Web Service.php,0.7961825795634823,0,1,0,0
Application Integrity,Deserialization Prevention.php,0.795595839075858,0,1,0,0
Application Integrity,Output Encoding and Injection Prevention.php,0.7955678736906042,0,1,0,0
Application Integrity,Server Communication Security.php,0.795107423084218,0,1,0,0
Application Integrity,HTTP Request Header Validation.php,0.7949670023927782,0,1,0,0
Application Integrity,General Access Control Design.php,0.7939149555959946,0,1,0,0
Application Integrity,Session Binding.php,0.7903802243169765,0,1,0,0
Application Integrity,Secure File Upload Architecture.php,0.7893357944433121,0,1,0,0
Application Integrity,Cryptographic Architecture.php,0.7861547797239226,0,1,0,0
Application Integrity,Business Logic Architecture.php,0.7854578044347269,0,1,0,0
Application Integrity,Client-side Data Protection.php,0.784816388342377,0,1,0,0
Application Integrity,File Execution.php,0.7840222578273829,0,1,0,0
Application Integrity,Secure Software Development Lifecycle.php,0.7832583487451634,0,1,0,0
Application Integrity,Fundamental Session Management Security.php,0.7826977534461859,0,1,0,0
Application Integrity,Service Authentication.php,0.7814970181817691,0,1,0,0
Application Integrity,Unintended Security Disclosure.php,0.7810610354520943,0,1,0,0
Application Integrity,Application Integrity.php,0.7806965273225309,0,0,0,1
Application Integrity,Communications Architecture.php,0.7795736041103936,0,1,0,0
Application Integrity,Input Validation.php,0.7792988718228007,0,1,0,0
Application Integrity,Algorithms.php,0.7783190927148949,0,1,0,0
Application Integrity,HTTP Security Headers.php,0.7780606329420577,0,1,0,0
Application Integrity,Cryptographic Verifier.php,0.7768725112495962,0,1,0,0
Application Integrity,SSRF Protection.php,0.7763705274235886,0,1,0,0
Application Integrity,Authenticator Lifecycle.php,0.775863957461638,0,1,0,0
Application Integrity,Malicious Software Architecture.php,0.7725858300420911,0,1,0,0
Application Integrity,Sanitization and Sandboxing.php,0.7709471375037098,0,1,0,0
Application Integrity,File Storage.php,0.7703713690063771,0,1,0,0
Application Integrity,Log Protection.php,0.7689998258002495,0,1,0,0
Application Integrity,Data Classification.php,0.768760236797601,0,1,0,0
Application Integrity,Log Content.php,0.768131809488227,0,1,0,0
Application Integrity,Federated Re-authentication.php,0.7674696067871114,0,1,0,0
Application Integrity,Token-based Session Management.php,0.7670382246488228,0,1,0,0
Application Integrity,"Memory, String, and Unmanaged Code.php",0.7662986843229911,0,1,0,0
Application Integrity,File Download.php,0.7638179007981085,0,1,0,0
Application Integrity,Log Processing.php,0.7636500626736229,0,1,0,0
Application Integrity,Out of Band Verifier.php,0.7634553198695255,0,1,0,0
Application Integrity,Session Termination.php,0.7631916993479844,0,1,0,0
Application Integrity,Secret Management.php,0.761323609671577,0,1,0,0
Application Integrity,Malicious Code Search.php,0.7611220245627804,0,1,0,0
Application Integrity,Credential Recovery.php,0.7610608280953071,0,1,0,0
Application Integrity,Code Integrity.php,0.7610494918915294,0,1,0,0
Application Integrity,Other Access Control Considerations.php,0.7607853830256971,0,1,0,0
Application Integrity,File Integrity.php,0.7607142283186441,0,1,0,0
Application Integrity,Authentication Architecture.php,0.7587396709535447,0,1,0,0
Application Integrity,Password Security.php,0.7587057544799257,0,1,0,0
Application Integrity,"Errors, Logging and Auditing Architecture.php",0.7569665185542738,0,1,0,0
Application Integrity,GraphQL.php,0.7565810999238982,0,1,0,0
Application Integrity,Client Communication Security.php,0.7549337509847589,0,1,0,0
Application Integrity,Data Protection and Privacy Architecture.php,0.752355006527741,0,1,0,0
Application Integrity,General Authenticator Security.php,0.7514769394995766,0,1,0,0
Application Integrity,Business Logic Security.php,0.7495158850490145,0,1,0,0
Application Integrity,Look-up Secret Verifier.php,0.7441497822521208,0,1,0,0
Application Integrity,Error Handling.php,0.7432539982822892,0,1,0,0
Application Integrity,Credential Storage.php,0.7374963242164021,0,1,0,0
Application Integrity,Random Values.php,0.73433640695595,0,1,0,0
Application Integrity,One Time Verifier.php,0.7328047128140092,0,1,0,0
Application Integrity,File Upload.php,0.7300887412562667,0,1,0,0
Authenticator Lifecycle,Authenticator Lifecycle.php,0.8502923407788654,1,0,0,0
Authenticator Lifecycle,Out of Band Verifier.php,0.817807222647622,0,0,1,0
Authenticator Lifecycle,Credential Recovery.php,0.8061392499593836,0,0,1,0
Authenticator Lifecycle,Password Security.php,0.7967986434284297,0,0,1,0
Authenticator Lifecycle,Credential Storage.php,0.7938564384372824,0,0,1,0
Authenticator Lifecycle,Session Termination.php,0.786832454542348,0,0,1,0
Authenticator Lifecycle,Other Access Control Considerations.php,0.7864001263158482,0,0,1,0
Authenticator Lifecycle,Cryptographic Verifier.php,0.7850441089573958,0,0,1,0
Authenticator Lifecycle,General Authenticator Security.php,0.7836928595491426,0,0,1,0
Authenticator Lifecycle,Service Authentication.php,0.7819191217636539,0,0,1,0
Authenticator Lifecycle,General Access Control Design.php,0.779968404184919,0,0,1,0
Authenticator Lifecycle,Operation Level Access Control Operation Level Access Control.php,0.7703230362868168,0,0,1,0
Authenticator Lifecycle,Cryptographic Architecture.php,0.7698700598483843,0,0,1,0
Authenticator Lifecycle,Log Content.php,0.7658725491187381,0,0,1,0
Authenticator Lifecycle,Log Processing.php,0.7642670199906048,0,0,1,0
Authenticator Lifecycle,Random Values.php,0.7632623028691057,0,0,1,0
Authenticator Lifecycle,Look-up Secret Verifier.php,0.7613940603002647,0,0,1,0
Authenticator Lifecycle,Session Binding.php,0.7603455783082509,0,0,1,0
Authenticator Lifecycle,Access Control Architecture.php,0.7600700649702885,0,0,1,0
Authenticator Lifecycle,Generic Web Service Security.php,0.7575869460544784,0,0,1,0
Authenticator Lifecycle,One Time Verifier.php,0.7566352407803272,0,0,1,0
Authenticator Lifecycle,Sensitive Private Data.php,0.7565679541379323,0,0,1,0
Authenticator Lifecycle,Token-based Session Management.php,0.755809488391544,0,0,1,0
Authenticator Lifecycle,Defenses Against Session Management Exploits.php,0.7555715418301536,0,0,1,0
Authenticator Lifecycle,Input and Output Architecture.php,0.7546474316606375,0,0,1,0
Authenticator Lifecycle,Authentication Architecture.php,0.7519774992411435,0,0,1,0
Authenticator Lifecycle,Algorithms.php,0.7484144901689036,0,0,1,0
Authenticator Lifecycle,Configuration Architecture.php,0.7476306584322497,0,0,1,0
Authenticator Lifecycle,Cookie-based Session Management.php,0.7437809569042129,0,0,1,0
Authenticator Lifecycle,Secret Management.php,0.7425345426531066,0,0,1,0
Authenticator Lifecycle,Fundamental Session Management Security.php,0.7417644330245556,0,0,1,0
Authenticator Lifecycle,Data Classification.php,0.7381097525612454,0,0,1,0
Authenticator Lifecycle,Deserialization Prevention.php,0.7377728295438908,0,0,1,0
Authenticator Lifecycle,RESTful Web Service.php,0.7375992112585206,0,0,1,0
Authenticator Lifecycle,Build and Deploy.php,0.7362434371418143,0,0,1,0
Authenticator Lifecycle,Communications Architecture.php,0.7332535917376488,0,0,1,0
Authenticator Lifecycle,Federated Re-authentication.php,0.7326767539609997,0,0,1,0
Authenticator Lifecycle,Client Communication Security.php,0.7322123146841868,0,0,1,0
Authenticator Lifecycle,Server Communication Security.php,0.7316709505868695,0,0,1,0
Authenticator Lifecycle,"Errors, Logging and Auditing Architecture.php",0.7302247635714114,0,0,1,0
Authenticator Lifecycle,Input Validation.php,0.7293658680114892,0,0,1,0
Authenticator Lifecycle,Output Encoding and Injection Prevention.php,0.727382841756988,0,0,1,0
Authenticator Lifecycle,Log Protection.php,0.7264762209743592,0,0,1,0
Authenticator Lifecycle,HTTP Request Header Validation.php,0.7258794896625296,0,0,1,0
Authenticator Lifecycle,Malicious Code Search.php,0.7255271942366734,0,0,1,0
Authenticator Lifecycle,HTTP Security Headers.php,0.7222778891924168,0,0,1,0
Authenticator Lifecycle,File Execution.php,0.7220277339763587,0,0,1,0
Authenticator Lifecycle,Client-side Data Protection.php,0.7219776344634914,0,0,1,0
Authenticator Lifecycle,Business Logic Security.php,0.7207832577807815,0,0,1,0
Authenticator Lifecycle,Data Protection and Privacy Architecture.php,0.7201319169734608,0,0,1,0
Authenticator Lifecycle,Business Logic Architecture.php,0.7196782565447399,0,0,1,0
Authenticator Lifecycle,Secure File Upload Architecture.php,0.719573874955816,0,0,1,0
Authenticator Lifecycle,SSRF Protection.php,0.7193426462291852,0,0,1,0
Authenticator Lifecycle,Unintended Security Disclosure.php,0.7192026087283585,0,0,1,0
Authenticator Lifecycle,General Data Protection.php,0.7183558010993869,0,0,1,0
Authenticator Lifecycle,Sanitization and Sandboxing.php,0.7179542528427705,0,0,1,0
Authenticator Lifecycle,Secure Software Development Lifecycle.php,0.7128022549043173,0,0,1,0
Authenticator Lifecycle,Malicious Software Architecture.php,0.7112178290885702,0,0,1,0
Authenticator Lifecycle,SOAP Web Service.php,0.7097925408525705,0,0,1,0
Authenticator Lifecycle,GraphQL.php,0.7096355033992852,0,0,1,0
Authenticator Lifecycle,File Integrity.php,0.7078807858936631,0,0,1,0
Authenticator Lifecycle,Application Integrity.php,0.7078332162249368,0,0,1,0
Authenticator Lifecycle,Dependency.php,0.7061584949268042,0,0,1,0
Authenticator Lifecycle,File Download.php,0.7046567806278152,0,0,1,0
Authenticator Lifecycle,File Storage.php,0.7024074138880589,0,0,1,0
Authenticator Lifecycle,"Memory, String, and Unmanaged Code.php",0.699751957445484,0,0,1,0
Authenticator Lifecycle,Error Handling.php,0.6914246208368504,0,0,1,0
Authenticator Lifecycle,File Upload.php,0.6901618905336662,0,0,1,0
Authenticator Lifecycle,Code Integrity.php,0.680491415088738,0,0,1,0
Build and Deploy,Build and Deploy.php,0.8775238550626141,1,0,0,0
Build and Deploy,Configuration Architecture.php,0.8296606233399617,0,0,1,0
Build and Deploy,Secure Software Development Lifecycle.php,0.8124080768304218,0,0,1,0
Build and Deploy,Dependency.php,0.8087267486128603,0,0,1,0
Build and Deploy,General Data Protection.php,0.8040077621925314,0,0,1,0
Build and Deploy,Access Control Architecture.php,0.8036785375814813,0,0,1,0
Build and Deploy,Sensitive Private Data.php,0.802026578309376,0,0,1,0
Build and Deploy,Output Encoding and Injection Prevention.php,0.7981385495866069,0,0,1,0
Build and Deploy,Cryptographic Architecture.php,0.7956442622313236,0,0,1,0
Build and Deploy,Business Logic Architecture.php,0.7953979418670083,0,0,1,0
Build and Deploy,Cookie-based Session Management.php,0.7944555170241867,0,0,1,0
Build and Deploy,Defenses Against Session Management Exploits.php,0.7933757294984267,0,0,1,0
Build and Deploy,Service Authentication.php,0.7928393316695025,0,0,1,0
Build and Deploy,Server Communication Security.php,0.7926335612702552,0,0,1,0
Build and Deploy,RESTful Web Service.php,0.7906262165009081,0,0,1,0
Build and Deploy,Operation Level Access Control Operation Level Access Control.php,0.7900438177471922,0,0,1,0
Build and Deploy,General Access Control Design.php,0.7868460135354183,0,0,1,0
Build and Deploy,Input and Output Architecture.php,0.7863164900982106,0,0,1,0
Build and Deploy,Authentication Architecture.php,0.7857399592705923,0,0,1,0
Build and Deploy,Secure File Upload Architecture.php,0.7819879905184889,0,0,1,0
Build and Deploy,Deserialization Prevention.php,0.7818721230966492,0,0,1,0
Build and Deploy,Generic Web Service Security.php,0.7811141201001814,0,0,1,0
Build and Deploy,File Execution.php,0.779709877897666,0,0,1,0
Build and Deploy,Malicious Code Search.php,0.7796920608661622,0,0,1,0
Build and Deploy,HTTP Request Header Validation.php,0.7792991500602438,0,0,1,0
Build and Deploy,Session Binding.php,0.778008129682102,0,0,1,0
Build and Deploy,Client Communication Security.php,0.7779357570181175,0,0,1,0
Build and Deploy,Code Integrity.php,0.7775479450919343,0,0,1,0
Build and Deploy,Log Protection.php,0.7759215258125052,0,0,1,0
Build and Deploy,Client-side Data Protection.php,0.7752202310903629,0,0,1,0
Build and Deploy,Cryptographic Verifier.php,0.774541941479924,0,0,1,0
Build and Deploy,Sanitization and Sandboxing.php,0.7742606376241334,0,0,1,0
Build and Deploy,Malicious Software Architecture.php,0.7740944840899557,0,0,1,0
Build and Deploy,SSRF Protection.php,0.77267755043924,0,0,1,0
Build and Deploy,Authenticator Lifecycle.php,0.7724199849885179,0,0,1,0
Build and Deploy,Federated Re-authentication.php,0.7713375873135624,0,0,1,0
Build and Deploy,Algorithms.php,0.7704025224850279,0,0,1,0
Build and Deploy,SOAP Web Service.php,0.7699932613965017,0,0,1,0
Build and Deploy,Application Integrity.php,0.768542242637387,0,0,1,0
Build and Deploy,Other Access Control Considerations.php,0.7685028690636747,0,0,1,0
Build and Deploy,Unintended Security Disclosure.php,0.7680387700148545,0,0,1,0
Build and Deploy,Log Content.php,0.7679936312371927,0,0,1,0
Build and Deploy,Fundamental Session Management Security.php,0.7677969162719634,0,0,1,0
Build and Deploy,Input Validation.php,0.7674471257935837,0,0,1,0
Build and Deploy,HTTP Security Headers.php,0.7669532020301627,0,0,1,0
Build and Deploy,"Memory, String, and Unmanaged Code.php",0.7657725908855498,0,0,1,0
Build and Deploy,Random Values.php,0.7655251056292773,0,0,1,0
Build and Deploy,"Errors, Logging and Auditing Architecture.php",0.764721005646672,0,0,1,0
Build and Deploy,Communications Architecture.php,0.7638642176009648,0,0,1,0
Build and Deploy,File Storage.php,0.7636453279284684,0,0,1,0
Build and Deploy,General Authenticator Security.php,0.7635490686619788,0,0,1,0
Build and Deploy,Data Protection and Privacy Architecture.php,0.7633891369644538,0,0,1,0
Build and Deploy,Out of Band Verifier.php,0.7632223411483761,0,0,1,0
Build and Deploy,Business Logic Security.php,0.7623694023623477,0,0,1,0
Build and Deploy,Password Security.php,0.7620882510360865,0,0,1,0
Build and Deploy,Log Processing.php,0.7615658235775259,0,0,1,0
Build and Deploy,Token-based Session Management.php,0.7615373622889708,0,0,1,0
Build and Deploy,Error Handling.php,0.760040108742241,0,0,1,0
Build and Deploy,Session Termination.php,0.7583110208257857,0,0,1,0
Build and Deploy,Data Classification.php,0.7566236823916952,0,0,1,0
Build and Deploy,Credential Recovery.php,0.7551970715698952,0,0,1,0
Build and Deploy,File Download.php,0.7516203650422786,0,0,1,0
Build and Deploy,One Time Verifier.php,0.7493683899657968,0,0,1,0
Build and Deploy,File Integrity.php,0.7488812311156163,0,0,1,0
Build and Deploy,File Upload.php,0.7475141950149273,0,0,1,0
Build and Deploy,Secret Management.php,0.7453834080249613,0,0,1,0
Build and Deploy,Credential Storage.php,0.7441274328133103,0,0,1,0
Build and Deploy,GraphQL.php,0.7419941389000558,0,0,1,0
Build and Deploy,Look-up Secret Verifier.php,0.7352041655275908,0,0,1,0
Business Logic Security,Business Logic Security.php,0.856107050564237,1,0,0,0
Business Logic Security,Sensitive Private Data.php,0.8214783521076111,0,0,1,0
Business Logic Security,Secure Software Development Lifecycle.php,0.8114719357255045,0,0,1,0
Business Logic Security,Access Control Architecture.php,0.808471475458118,0,0,1,0
Business Logic Security,General Access Control Design.php,0.8082414872104621,0,0,1,0
Business Logic Security,Configuration Architecture.php,0.7987923904688873,0,0,1,0
Business Logic Security,Output Encoding and Injection Prevention.php,0.7972575835715795,0,0,1,0
Business Logic Security,Input and Output Architecture.php,0.7947670363037918,0,0,1,0
Business Logic Security,Log Content.php,0.7928126004851238,0,0,1,0
Business Logic Security,Operation Level Access Control Operation Level Access Control.php,0.7921865149895023,0,0,1,0
Business Logic Security,Cryptographic Architecture.php,0.7913919824046396,0,0,1,0
Business Logic Security,Session Termination.php,0.7904530639802165,0,0,1,0
Business Logic Security,Business Logic Architecture.php,0.7903087983599772,0,0,1,0
Business Logic Security,Build and Deploy.php,0.7900748187904885,0,0,1,0
Business Logic Security,RESTful Web Service.php,0.7895703361955422,0,0,1,0
Business Logic Security,General Authenticator Security.php,0.7894690751365456,0,0,1,0
Business Logic Security,Server Communication Security.php,0.7879902481299998,0,0,1,0
Business Logic Security,Generic Web Service Security.php,0.7876971805734821,0,0,1,0
Business Logic Security,Cookie-based Session Management.php,0.7829803491102254,0,0,1,0
Business Logic Security,Other Access Control Considerations.php,0.7810028637082882,0,0,1,0
Business Logic Security,Defenses Against Session Management Exploits.php,0.7799520457828524,0,0,1,0
Business Logic Security,Authentication Architecture.php,0.7799250514884659,0,0,1,0
Business Logic Security,General Data Protection.php,0.7777105757735157,0,0,1,0
Business Logic Security,Data Protection and Privacy Architecture.php,0.776925998125735,0,0,1,0
Business Logic Security,Log Processing.php,0.7765977953554619,0,0,1,0
Business Logic Security,Log Protection.php,0.7762027917986096,0,0,1,0
Business Logic Security,Input Validation.php,0.7758909992815028,0,0,1,0
Business Logic Security,Authenticator Lifecycle.php,0.7744362712578419,0,0,1,0
Business Logic Security,Malicious Code Search.php,0.7736062071014,0,0,1,0
Business Logic Security,Token-based Session Management.php,0.7734218554012058,0,0,1,0
Business Logic Security,Out of Band Verifier.php,0.772614477283992,0,0,1,0
Business Logic Security,HTTP Request Header Validation.php,0.7725928873849266,0,0,1,0
Business Logic Security,"Errors, Logging and Auditing Architecture.php",0.7714577268874853,0,0,1,0
Business Logic Security,Session Binding.php,0.7713081538253456,0,0,1,0
Business Logic Security,Dependency.php,0.7691703590731302,0,0,1,0
Business Logic Security,One Time Verifier.php,0.7683297254745418,0,0,1,0
Business Logic Security,Data Classification.php,0.767617583934032,0,0,1,0
Business Logic Security,Algorithms.php,0.7673113840903989,0,0,1,0
Business Logic Security,Password Security.php,0.7664693548939522,0,0,1,0
Business Logic Security,Credential Recovery.php,0.7654737330433561,0,0,1,0
Business Logic Security,Cryptographic Verifier.php,0.7654625274068576,0,0,1,0
Business Logic Security,Deserialization Prevention.php,0.7642534363417789,0,0,1,0
Business Logic Security,Service Authentication.php,0.7628388052977879,0,0,1,0
Business Logic Security,SSRF Protection.php,0.7628160846328135,0,0,1,0
Business Logic Security,Client Communication Security.php,0.761827448835204,0,0,1,0
Business Logic Security,Sanitization and Sandboxing.php,0.7605470260369065,0,0,1,0
Business Logic Security,File Execution.php,0.7603623705083808,0,0,1,0
Business Logic Security,GraphQL.php,0.7589416081830159,0,0,1,0
Business Logic Security,Fundamental Session Management Security.php,0.7575635920083571,0,0,1,0
Business Logic Security,Federated Re-authentication.php,0.7531623928332173,0,0,1,0
Business Logic Security,SOAP Web Service.php,0.7523603920796582,0,0,1,0
Business Logic Security,Secure File Upload Architecture.php,0.7522547505249961,0,0,1,0
Business Logic Security,Communications Architecture.php,0.7516463072584947,0,0,1,0
Business Logic Security,Client-side Data Protection.php,0.7487300141868978,0,0,1,0
Business Logic Security,HTTP Security Headers.php,0.746902213662098,0,0,1,0
Business Logic Security,Application Integrity.php,0.7465824714137925,0,0,1,0
Business Logic Security,Error Handling.php,0.7459517737106873,0,0,1,0
Business Logic Security,Unintended Security Disclosure.php,0.7444991824921143,0,0,1,0
Business Logic Security,Malicious Software Architecture.php,0.7424531759426911,0,0,1,0
Business Logic Security,File Download.php,0.7415599167551008,0,0,1,0
Business Logic Security,Secret Management.php,0.7394810862263177,0,0,1,0
Business Logic Security,Look-up Secret Verifier.php,0.7383901780343407,0,0,1,0
Business Logic Security,"Memory, String, and Unmanaged Code.php",0.7376316177005988,0,0,1,0
Business Logic Security,File Storage.php,0.7365476808566405,0,0,1,0
Business Logic Security,Code Integrity.php,0.731907279739703,0,0,1,0
Business Logic Security,Credential Storage.php,0.7284337542927658,0,0,1,0
Business Logic Security,File Upload.php,0.7271749026966461,0,0,1,0
Business Logic Security,File Integrity.php,0.7202799367814564,0,0,1,0
Business Logic Security,Random Values.php,0.7135068881727551,0,0,1,0
Client Communication Security,Client Communication Security.php,0.8378189570165602,1,0,0,0
Client Communication Security,Server Communication Security.php,0.8312107138740756,0,0,1,0
Client Communication Security,Communications Architecture.php,0.8044684041948706,0,0,1,0
Client Communication Security,Configuration Architecture.php,0.7920042296492478,0,0,1,0
Client Communication Security,Sensitive Private Data.php,0.7849523196090036,0,0,1,0
Client Communication Security,Session Binding.php,0.7816949858267982,0,0,1,0
Client Communication Security,Generic Web Service Security.php,0.7779572722422563,0,0,1,0
Client Communication Security,Cryptographic Verifier.php,0.774077666719341,0,0,1,0
Client Communication Security,Cookie-based Session Management.php,0.7729920785623039,0,0,1,0
Client Communication Security,Defenses Against Session Management Exploits.php,0.7713208708516188,0,0,1,0
Client Communication Security,Build and Deploy.php,0.7697946287268711,0,0,1,0
Client Communication Security,Algorithms.php,0.7682836083300563,0,0,1,0
Client Communication Security,RESTful Web Service.php,0.7670744641535161,0,0,1,0
Client Communication Security,Fundamental Session Management Security.php,0.7670062089174983,0,0,1,0
Client Communication Security,HTTP Request Header Validation.php,0.7663468965360559,0,0,1,0
Client Communication Security,Cryptographic Architecture.php,0.7658596454814355,0,0,1,0
Client Communication Security,Secure Software Development Lifecycle.php,0.7658222530605066,0,0,1,0
